1987,600000
1988,530000
1989,514000
1990,415000
1991,420000
1992,430000
1993,430000
1994,440000
1995,440000
1996,156000
1997,159000
1998,254000
1999,265000
2000,265000
2001,265000
2002,265000
2003,400000
2004,460000
2005,535000
2006,455000
2007,341000
2008,201000
2009,171000
2010,164000
2011,200000
2012,405000
2013,478000
2014,470000
2015,445000
2016,518000
2017,481608
2018,600588
2019,385008
